"construction_era","zoning_land_use_regulation","property_age","has_basement","neighborhood_quality","exterior_condition","central_air","basement_finish_type","lot_size","num_floors","square_feet","bedrooms","bathrooms","total_rooms","garage_capacity","has_fireplace","sale_price"
"1980-1999","Very_Permissive",106.921223414571,"Yes","Very_High","Good","Yes","Partial",11254.6145151125,1,2124.08024176837,3,7.70993668122332,7,"Double","No",503659.143885271
"2000_Present","Moderate",103.927625667367,"Yes","High","Poor","Yes","Full",7287.56471802005,2,1924.27330931288,2,5.45332293965545,3,"Double","Yes",608457.44272872
"1920-1949","Moderate",108.88595968927,"Yes","High","Average","Yes","Partial",15393.6292472714,1,2576.32932076564,1,6.3875874590853,7,"Triple","No",298723.798662811
"1950-1979","Very_Permissive",109.043165678186,"Yes","Very_High","Average","Yes","Partial",35308.9151119267,3,2668.39860851315,4,7.77010197570301,2,"Double","No",815111.426788402
"1950-1979","Restrictive",109.050507207547,"Yes","High","Good","Yes","None",7819.99589401752,3,1859.34871066427,0,7.50748550287447,5,"None","Yes",379927.735225693
"1980-1999","Permissive",91.0920963508758,"Yes","Very_High","Excellent","Yes","Full",70907.3776327063,4,7029.72404400498,8,7.66006148928786,3,"Double","No",1507752.55472071
"2000_Present","Very_Permissive",109.117795756461,"Yes","Very_High","Fair","No","Full",9256.843757548,1,2112.11059484158,1,7.82346102246692,2,"Triple","No",470832.540726757
"2000_Present","Moderate",98.5738746314052,"Yes","Medium","Good","Yes","Partial",12761.6902988212,1,1959.11765988238,3,7.52858781655123,6,"Double","No",506179.691132113
"1950-1979","Very_Permissive",102.356590277262,"Yes","Medium","Fair","Yes","Partial",4873.28851678287,1,2103.22525294976,1,7.93580897517839,2,"Double","Yes",730260.397651885
"1920-1949","Restrictive",107.110826920674,"Yes","Low","Good","Yes","Full",3410.1701587633,1,1916.91041722578,0,7.07568424532517,4,"Single","Yes",278618.190964593
"1950-1979","Restrictive",102.708718706495,"No","High","Poor","Yes","None",28613.1079074056,2,3468.97675972853,4,7.16179069848796,6,"Double","Yes",555644.33116585
"2000_Present","Permissive",96.8462936276207,"Yes","Medium","Fair","Yes","Partial",8269.74890951565,1,2240.12667681426,5,7.9360934986708,7,"Double","No",479556.17545943
"2000_Present","Moderate",97.6507990680895,"Yes","Medium","Average","Yes","Partial",10956.3505418282,2,1986.83592347246,1,7.33247134418076,3,"None","Yes",344840.26929611
"Pre-1920","Moderate",101.318529432994,"No","Very_Low","Average","Yes","Partial",5344.53964379145,2,3558.83269786413,2,7.92801203240267,5,"Double","Yes",333270.387639595
"1980-1999","Moderate",102.476836486827,"Yes","Low","Fair","Yes","Partial",3481.81723608188,2,1976.4630492471,0,7.61381000435167,3,"Single","Yes",280202.696212148
"1980-1999","Moderate",99.2685413378488,"Yes","High","Average","No","None",6651.08937685644,1,1660.58209733751,3,6.89740932888103,5,"Single","Yes",498347.941619404
"2000_Present","Very_Restrictive",105.103664634894,"No","Very_Low","Fair","Yes","None",3542.6408664756,1,2188.22527999821,4,7.85653624000947,6,"Triple","Yes",586881.445472803
"2000_Present","Moderate",105.780271236331,"Yes","Medium","Average","Yes","Partial",15541.9442303912,3,2887.28614873237,6,7.77860482408048,4,"Double","No",408942.854214283
"1950-1979","Restrictive",109.894983194942,"No","Medium","Average","Yes","None",11541.7977370523,1,1877.03952617195,4,7.85277303595524,3,"None","Yes",284736.514866917
"2000_Present","Very_Permissive",103.620351079334,"Yes","Medium","Good","Yes","Full",5780.93737453627,1,2218.65903654904,4,7.55729472690427,5,"Single","Yes",589304.220638373
"Pre-1920","Permissive",101.660793717809,"No","Very_High","Average","Yes","None",20137.7864811014,2,2330.4900260792,1,7.84628677292851,6,"Double","Yes",434892.941670406
"2000_Present","Restrictive",103.423833159509,"Yes","Medium","Average","Yes","Partial",8157.22876488015,3,4421.08686396216,1,7.93694119387981,13,"Triple","Yes",691803.352564672
"1950-1979","Restrictive",109.850931036607,"No","Low","Average","Yes","Partial",4434.91401742368,1,1416.41573721808,3,6.96855093488286,2,"Double","No",270439.365063537
"1950-1979","Permissive",99.3968318520751,"Yes","High","Average","Yes","Full",20375.4317006508,2,4732.37759455856,2,7.40731457442065,5,"None","Yes",1661684.75096816
"2000_Present","Restrictive",109.115670304773,"Yes","Low","Excellent","No","Partial",6605.0844205243,1,1692.52683143971,6,7.3855445893608,5,"Single","Yes",365058.216475454
"1950-1979","Moderate",107.746149938279,"No","High","Average","Yes","None",7877.6699448142,3,1657.72352567184,2,7.25956201064594,3,"Single","Yes",355590.955500606
"2000_Present","Permissive",104.842000030878,"Yes","Low","Excellent","Yes","None",6852.90694652336,1,1829.50164093828,5,7.68892533280005,11,"Triple","Yes",276837.470853108
"2000_Present","Very_Permissive",108.719830664543,"Yes","Very_High","Average","Yes","Full",3776.36944889155,2,1460.51963199515,2,7.87166455419737,3,"Single","No",721206.007555578
"Pre-1920","Moderate",109.700548042951,"Yes","High","Poor","Yes","None",7709.02491770928,1,2386.57295893393,1,6.11254881607498,4,"Single","Yes",269485.492279897
"1920-1949","Very_Permissive",106.550903909552,"No","High","Fair","Yes","None",46020.2364153987,3,4879.7504937149,5,7.60012105140503,9,"Double","Yes",897542.477982001
"1950-1979","Permissive",109.788115621042,"No","High","Good","No","None",8610.45193184646,2,2406.21062189956,3,7.75523483038125,3,"None","Yes",312651.174150586
"1980-1999","Permissive",96.4194577232744,"Yes","High","Average","Yes","Partial",33439.4123652985,1,3977.33522762239,6,7.42412850143555,3,"Double","Yes",911360.044568713
"2000_Present","Moderate",109.733653038723,"No","Medium","Fair","Yes","None",9371.17772226439,1,1797.75563698416,3,7.70984396879504,3,"None","Yes",382324.424895298
"2000_Present","Moderate",107.741336605983,"Yes","Medium","Excellent","Yes","None",11627.2345566504,2,3475.95204678003,7,7.49823370396461,6,"Single","Yes",553499.14408011
"1950-1979","Moderate",109.79325962268,"Yes","Medium","Good","Yes","Partial",5911.11506543517,1,1616.66848403126,1,6.98725999994361,4,"None","Yes",388828.111337632
"1920-1949","Restrictive",109.842467197749,"No","Low","Good","Yes","None",4978.62167798421,1,2662.96754255379,8,7.87099693717012,7,"Triple","No",337408.823675773
"2000_Present","Very_Permissive",87.2894900744278,"Yes","High","Fair","Yes","Full",12158.2802491787,2,2214.28790925056,3,7.0650130082193,2,"Single","Yes",815395.748653254
"1950-1979","Moderate",102.522552524804,"No","Medium","Fair","Yes","None",32927.2625303433,2,3979.25037523997,7,7.37149581748272,3,"Single","No",820752.432576577
"2000_Present","Moderate",100.280445779168,"Yes","Medium","Excellent","Yes","None",6355.8494660697,1,2071.17108305207,3,7.70123711336184,4,"Double","Yes",542584.731929184
"2000_Present","Moderate",99.3045123662413,"Yes","High","Good","Yes","Partial",7770.08482745019,4,2867.88571606169,5,7.4351320055603,7,"Quad","No",900325.751721442
"2000_Present","Restrictive",90.3489711954488,"No","High","Average","No","Partial",31727.9514800822,3,3503.89366693782,4,7.95074004748166,5,"Single","No",646574.81343206
"1950-1979","Moderate",81.8517203338009,"No","High","Average","No","Partial",6253.48473819738,1,2265.32924986488,1,7.94855859816499,5,"Double","No",663104.866531088
"1920-1949","Moderate",85.4282961428216,"No","High","Average","Yes","None",23726.019628441,2,3061.02663881907,4,7.25982986934707,5,"Double","Yes",668601.673573084
"1920-1949","Very_Permissive",96.6324703649084,"No","Medium","Good","Yes","None",10526.8948875048,3,2082.63718892628,7,6.76839081600574,10,"Double","Yes",420823.432960532
"1980-1999","Moderate",107.666397103571,"Yes","Medium","Good","Yes","Partial",6640.40676659361,1,2701.11859562974,3,7.40758048121416,3,"Single","Yes",286577.452975385
"1980-1999","Very_Permissive",103.496817476171,"No","Very_High","Fair","No","None",39532.159197355,1,3501.76292273403,6,7.95718788316119,2,"None","No",728542.796683825
"2000_Present","Very_Restrictive",92.0738508140948,"No","Low","Excellent","Yes","None",4564.76353196297,1,2273.77125655476,4,7.97217109277804,3,"Single","No",269941.194532604
"2000_Present","Restrictive",101.286446467066,"Yes","High","Average","No","None",5270.74436775517,1,2817.87518396613,1,7.68304164855595,3,"None","Yes",486619.462146431
"1980-1999","Restrictive",106.322664253472,"No","Very_Low","Good","Yes","Partial",7120.9016878814,4,1549.2995045724,1,7.35847148510482,5,"Single","Yes",202521.809518545
"1950-1979","Permissive",107.479222675001,"Yes","Very_High","Good","Yes","Full",14876.3485396488,1,1767.24410508772,2,7.21481284668855,8,"Double","Yes",509842.765435081
"1950-1979","Restrictive",94.3099520539483,"Yes","Medium","Average","Yes","Full",4819.35431033997,2,2258.98686538029,0,7.50527357749824,4,"Quad","No",429950.266926571
"1920-1949","Moderate",91.9934098652252,"Yes","Medium","Average","Yes","Partial",11805.2445174893,1,2387.03281071063,5,7.08143795694819,5,"Double","No",375136.782411841
"2000_Present","Moderate",108.603192092055,"Yes","Medium","Good","Yes","Partial",6607.20411244927,2,3175.56658134381,4,7.72355534540193,4,"Single","No",826686.723141017
"1980-1999","Restrictive",106.099961942384,"Yes","Medium","Excellent","Yes","None",6567.33811044754,1,2359.95061092232,4,7.94191253214536,4,"None","Yes",363452.072508245
"2000_Present","Restrictive",88.2138121545092,"Yes","Medium","Good","Yes","None",4585.17936797768,2,2425.76023801703,6,7.52381855099002,6,"None","Yes",459033.388995791
"1950-1979","Moderate",102.476483970434,"No","High","Fair","Yes","None",10533.4584203246,1,1750.5983939776,0,7.27912781631191,12,"Single","Yes",374854.368666807
"2000_Present","Moderate",99.1357654837934,"No","Medium","Average","Yes","None",5123.17411992924,2,1957.87744734695,3,7.36196776655235,6,"None","Yes",341315.069392075
"Pre-1920","Restrictive",105.949761157249,"No","High","Average","Yes","None",9747.19036552257,1,1554.75362077877,1,7.96101197194582,2,"Single","Yes",365524.885018846
"1950-1979","Restrictive",103.232554415006,"Yes","High","Fair","Yes","Full",4268.83540220543,3,2720.46869663411,2,7.4974208709193,3,"Single","Yes",484708.206794336
"1980-1999","Very_Restrictive",107.046448574996,"Yes","Medium","Average","Yes","Full",6673.27138103749,2,2545.68983741123,4,6.28671161848587,4,"Single","Yes",395799.923714303
"1950-1979","Moderate",107.672263404622,"Yes","Medium","Average","Yes","Partial",10089.1407111065,3,1926.97364096214,0,7.45563941603326,5,"Double","Yes",348022.298156614
"1980-1999","Permissive",104.436314625103,"Yes","High","Fair","No","Full",5376.95021294307,3,2221.0739236548,3,7.82063185238711,4,"None","No",369954.889709675
"1980-1999","Moderate",105.536856518034,"Yes","High","Average","Yes","Full",27141.932145532,3,2386.43428305084,4,7.63792491748767,11,"Triple","Yes",514480.036770308
"2000_Present","Restrictive",96.7643721632634,"Yes","Very_High","Excellent","Yes","None",12490.6074967379,2,1937.10414379189,3,7.63245308806765,3,"None","Yes",508695.458787506
"1950-1979","Restrictive",92.4022220607578,"Yes","Medium","Average","Yes","Full",5582.71954461643,1,2145.42946805498,1,5.29329404772466,3,"Double","No",309647.012199357
"2000_Present","Very_Restrictive",104.006618875649,"Yes","Medium","Good","Yes","Partial",4173.69186135266,2,2422.42289716503,3,6.6456781026789,11,"Single","No",345268.321181493
"1980-1999","Restrictive",100.024937147849,"Yes","Low","Excellent","Yes","Partial",13998.7743073746,1,2518.86056176671,1,6.54426152909753,12,"Double","Yes",299790.609322777
"2000_Present","Very_Restrictive",109.606786941652,"Yes","Medium","Average","Yes","Partial",6688.38974075304,1,1826.10741218464,1,7.04445298280219,2,"Single","No",386187.40242838
"1950-1979","Moderate",102.224764936696,"No","High","Average","Yes","Partial",10778.5408390275,2,3539.54115989342,4,7.06083698147162,4,"Double","Yes",856770.315566065
"1950-1979","Restrictive",108.95088477486,"Yes","Medium","Poor","Yes","Full",10541.2224535382,2,2580.21391052306,4,7.59043784648544,5,"Single","Yes",400990.059579752
"2000_Present","Moderate",104.184357552129,"Yes","Low","Good","Yes","Partial",9194.90830387726,1,1696.19705741466,1,7.77235119827057,5,"Single","Yes",229195.688426342
"1980-1999","Very_Permissive",102.210358788322,"Yes","High","Average","Yes","None",14224.1448567371,1,2142.33095043043,1,7.78113560762541,3,"Double","Yes",332730.825423564
"1920-1949","Very_Permissive",103.214649450756,"No","Very_High","Average","Yes","Partial",21029.1874074302,3,3114.382027735,5,7.49093844779276,4,"Triple","No",1205524.58243416
"2000_Present","Moderate",74.9914628035851,"Yes","High","Excellent","No","Partial",17193.951293013,1,1883.93643871313,3,7.55265172121817,6,"Double","No",674290.122524453
"2000_Present","Very_Permissive",102.971020319725,"Yes","High","Average","Yes","None",6364.55694438739,2,1920.47850197519,1,7.39036563662628,3,"Double","Yes",356279.944646104
"1950-1979","Moderate",109.663891667193,"Yes","Medium","Average","Yes","Full",15792.893279086,1,3187.28616052656,0,6.89903828873531,5,"Double","Yes",382971.204046548
"1980-1999","Moderate",109.780802549036,"Yes","Very_Low","Average","Yes","Partial",4559.39581338021,4,2644.14325909785,7,6.41802981772027,3,"None","No",349623.362202189
"2000_Present","Restrictive",97.6887238753787,"Yes","Very_Low","Average","Yes","Partial",7166.93630969387,2,2715.98101853767,3,7.53870456552788,2,"Double","Yes",431387.354846373
"1980-1999","Permissive",102.641051925563,"Yes","Very_High","Average","Yes","Partial",25179.650536363,1,3916.31696960441,7,7.61615761764871,5,"Double","Yes",906363.346076446
"2000_Present","Moderate",101.275421866745,"No","Low","Good","No","Partial",5188.72170480877,1,2084.37458761157,4,7.18708999652883,4,"Triple","Yes",577047.315936693
"1950-1979","Restrictive",108.595988250829,"No","Medium","Good","Yes","None",8211.71951105917,1,2196.73215698649,5,7.72432362066837,5,"Double","Yes",317264.129038881
"2000_Present","Very_Permissive",96.7565324472509,"Yes","Very_High","Excellent","Yes","Full",9910.18979778391,1,2279.20931640349,6,7.42370420121124,3,"None","No",532748.7703494
"1950-1979","Restrictive",109.440998150379,"No","Medium","Excellent","Yes","None",11639.3428698884,1,2618.18978571163,3,7.47430517149019,5,"Single","Yes",614330.775384816
"2000_Present","Very_Permissive",106.341000196801,"Yes","Very_High","Excellent","Yes","Partial",25331.7571184675,2,2909.3038208638,3,6.86369449458445,10,"Single","Yes",978838.186348963
"1920-1949","Very_Restrictive",86.7512140341881,"No","Low","Average","Yes","None",5479.46563295116,1,1622.5460952223,2,7.9149158893138,2,"None","Yes",280323.915997304
"1980-1999","Permissive",94.0952272874391,"Yes","Very_Low","Average","Yes","Partial",2110.57144243411,1,2007.92320235162,3,7.03048332690115,6,"None","Yes",243172.128339058
"1950-1979","Moderate",95.2432060355005,"Yes","Very_Low","Fair","Yes","Partial",7362.08926677354,2,2113.16916040435,1,7.51557645464156,2,"Single","Yes",291869.18167507
"1950-1979","Permissive",109.144043946475,"No","High","Excellent","Yes","None",18709.7890303181,1,3540.11153081933,6,7.94518667221753,13,"Double","Yes",966394.432947649
"1980-1999","Moderate",104.725200748998,"Yes","High","Fair","Yes","Partial",17213.8617993306,2,2211.88807723942,3,7.44998433895961,2,"Double","Yes",514237.54722971
"1950-1979","Permissive",103.815867488928,"Yes","High","Average","Yes","Full",30634.7243718087,4,5364.85981289468,9,6.4536081248169,5,"Triple","No",1980598.39387705
"1980-1999","Moderate",98.9368700152195,"No","Medium","Average","Yes","None",27379.3541464305,1,3640.72563909304,3,7.01289880964693,4,"Triple","No",651395.413845482
"1950-1979","Restrictive",108.973857103104,"Yes","Very_High","Excellent","Yes","Partial",11939.6870625912,2,3112.24651910735,9,7.72431564510724,5,"Double","No",1018628.58105503
"1980-1999","Restrictive",102.175108923455,"Yes","High","Excellent","Yes","Partial",6558.73899595354,2,3113.99100319431,2,7.57025024111108,3,"Triple","Yes",450895.721752449
"2000_Present","Restrictive",103.829793093759,"Yes","Very_High","Average","No","Partial",26213.0852446012,1,2567.99559261969,3,7.87255328893066,3,"Double","Yes",732596.7424862
"1950-1979","Moderate",93.1475268817105,"No","High","Fair","Yes","Partial",5023.32428113428,1,1536.24347040394,3,7.81833689747167,7,"Double","Yes",406273.425720021
"1950-1979","Moderate",108.677695186841,"Yes","Medium","Good","Yes","Partial",5534.22805357931,1,2567.95107698601,2,7.61608455429949,6,"Single","Yes",618375.864443179
"1980-1999","Very_Restrictive",94.7427542809002,"No","Medium","Average","Yes","None",13842.9591659662,1,2564.14538235233,1,7.36695201843292,5,"Double","Yes",451416.208896281
"2000_Present","Restrictive",95.2912116784463,"Yes","High","Average","No","Full",36425.8779558931,1,3560.42709113812,0,7.6121585328056,3,"Single","Yes",752713.079228705
"1980-1999","Moderate",96.6474486133192,"Yes","Medium","Good","Yes","Partial",10922.6513331487,1,1414.01194506373,3,7.90150717868599,3,"Single","Yes",301660.035219818
"1950-1979","Restrictive",106.730138210473,"Yes","Medium","Average","Yes","None",7708.98444050169,2,2475.34144918116,3,7.8265019266079,8,"Single","Yes",439565.7598468
"2000_Present","Restrictive",102.963651301275,"Yes","High","Good","Yes","Partial",11032.3721726316,1,2355.66393436902,1,7.57872684056805,4,"Triple","Yes",470802.110861976
"1980-1999","Moderate",107.465708126125,"Yes","Medium","Fair","Yes","Partial",5188.26113500057,1,2624.44386662728,3,7.64650707483696,3,"Double","Yes",467526.688611975
"2000_Present","Moderate",105.916420239432,"Yes","Low","Good","No","Partial",4909.32241626154,4,2480.75375301814,0,7.00447274451547,6,"None","No",434113.484881526
"1980-1999","Permissive",98.649199301299,"No","High","Good","Yes","None",10730.9944145891,1,2638.06005220614,3,7.99962512559584,7,"Single","Yes",341237.358289411
"1920-1949","Very_Permissive",109.705986120701,"No","High","Good","Yes","None",18896.4366452142,3,4146.68109808034,8,7.90634855037477,7,"Single","Yes",1312796.46778252
"1950-1979","Permissive",100.32168208793,"Yes","Very_High","Good","Yes","Partial",13874.9938292424,1,1768.14314834019,2,7.86007853877894,3,"Double","Yes",511373.176919482
"1950-1979","Very_Permissive",74.4112424264958,"No","Very_High","Excellent","Yes","None",21162.203666052,2,3197.53043715354,0,7.79577180286554,9,"Single","Yes",809397.795293675
"1950-1979","Very_Restrictive",104.176438923048,"Yes","High","Average","Yes","Full",32984.830868972,3,3274.68104016712,1,7.84457820558376,4,"Double","Yes",1099703.82479911
"1980-1999","Permissive",96.9493313646025,"Yes","Medium","Average","Yes","Partial",6302.40467628712,4,2286.95660962766,4,7.81215917143378,5,"Double","Yes",513190.847560622
"2000_Present","Permissive",106.117355740506,"Yes","High","Good","Yes","Full",10169.0962472605,3,2366.1576446588,4,7.88534117412877,6,"Triple","No",655989.768697698
"1950-1979","Moderate",108.90502416974,"Yes","High","Average","Yes","Partial",37429.7180937941,1,4006.2626120181,7,6.28104082263266,2,"Triple","Yes",788073.430170599
"2000_Present","Permissive",102.286450741565,"Yes","Medium","Good","Yes","Full",14075.6730514543,1,3132.987378052,2,7.64183889922672,5,"Single","Yes",496116.626482456
"1920-1949","Moderate",105.255733564825,"Yes","Low","Good","Yes","None",6290.33599022228,3,2970.95546873703,3,7.78451591060821,9,"Double","Yes",506306.563711655
"Pre-1920","Permissive",102.030605849977,"No","Medium","Fair","Yes","None",6510.0841933057,1,1614.6269280173,3,7.06116785434283,5,"None","Yes",253344.7429891
"2000_Present","Very_Permissive",98.6213377328518,"No","Very_High","Average","No","None",48479.3664704756,2,3905.02142191257,10,7.75163316909489,11,"None","Yes",1166494.50467344
"1980-1999","Moderate",91.9254939389041,"Yes","Medium","Good","No","Partial",13596.4476189363,1,1610.35231679929,4,7.08894670660669,5,"Single","Yes",468850.886972642
"1950-1979","Very_Permissive",85.9675860203259,"No","High","Excellent","Yes","Partial",25766.3557782828,3,2835.96240858474,4,7.74539173652538,9,"Double","Yes",485098.512924428
"1920-1949","Restrictive",95.1791360823911,"Yes","Medium","Average","Yes","None",4679.08309568678,2,1541.84546000215,2,7.03667936030307,2,"Triple","No",382429.873457647
"2000_Present","Moderate",91.7144206414946,"Yes","Low","Good","No","None",5046.85750159533,2,1809.2169970125,4,7.895881565678,4,"Triple","Yes",401879.359191517
"1920-1949","Moderate",109.972664426375,"Yes","High","Average","Yes","Partial",25345.8401897207,2,2977.31514210748,5,7.46447343519894,8,"Double","No",743345.064216158
"1950-1979","Restrictive",97.109418649887,"No","High","Fair","Yes","Full",12089.0716536392,2,2586.88104864624,3,7.70770682332586,6,"Triple","Yes",548722.269327551
"1980-1999","Moderate",108.229319456327,"Yes","Very_Low","Good","No","Partial",3111.88736024974,1,2126.21783372087,0,7.81063626655272,4,"Double","Yes",249935.842074116
"1950-1979","Permissive",104.433520807067,"No","Low","Average","Yes","Partial",4475.85977847585,3,2103.0541490769,2,7.93847324430167,2,"Single","Yes",213846.754815505
"2000_Present","Moderate",104.367449478945,"Yes","Medium","Excellent","No","Full",6432.53932614999,2,2236.05635992647,2,7.75606461811168,2,"Double","No",335854.262877447
"1980-1999","Permissive",109.019947023192,"No","Very_High","Good","Yes","None",6737.59625245532,2,1621.96095011508,2,7.78523596108554,2,"Double","Yes",348677.41576537
"2000_Present","Permissive",101.300976029827,"Yes","Medium","Good","Yes","Full",31775.1054784841,2,3775.31990127638,9,6.98033057913925,8,"Double","Yes",959180.973192243
"2000_Present","Permissive",106.601649392073,"Yes","Medium","Good","No","Full",17263.0080455196,1,1626.18908435011,1,6.33180592700181,2,"None","Yes",298188.617220087
"2000_Present","Permissive",90.2654172362659,"Yes","High","Average","Yes","Partial",29235.6413506805,1,3708.3329401438,2,7.89038071735987,6,"None","Yes",588660.907870424
"1980-1999","Restrictive",107.487954785343,"Yes","High","Fair","Yes","Partial",7817.48187405131,1,2863.68515527509,0,7.94760350212663,5,"None","No",425750.140566841
"1920-1949","Restrictive",95.8412671148101,"No","Low","Poor","Yes","Partial",2692.58064586505,2,3169.02444645767,2,4.81148388986756,5,"Single","Yes",270833.076136019
"1950-1979","Moderate",109.362953136431,"Yes","Very_High","Average","Yes","Partial",24650.5507560721,4,4942.33208587124,9,7.25552967292706,7,"Single","No",1253221.0336767
"1980-1999","Moderate",105.941891978834,"Yes","High","Excellent","Yes","Full",12384.4093232028,1,1703.80002656364,0,7.71462447517125,14,"Double","Yes",434762.139459027
"Pre-1920","Moderate",105.930099028305,"Yes","High","Fair","Yes","Full",13581.5368180462,1,2769.21260434919,4,6.94424068743147,11,"Single","Yes",449828.096318233
"1950-1979","Moderate",101.500134402477,"No","Medium","Average","Yes","Full",5688.65126193183,3,2780.90920850116,5,7.57879509040615,4,"None","No",448126.520989528
"2000_Present","Restrictive",107.074570345241,"Yes","Very_Low","Average","Yes","Partial",6709.42108461485,3,4277.20211610289,4,7.66083947530585,14,"Double","No",724211.078945328
"1980-1999","Permissive",95.6558528202931,"Yes","Medium","Average","No","None",7136.8429683614,2,2561.61109320689,7,7.11841380280566,3,"Double","Yes",350841.815315561
"2000_Present","Moderate",104.013444324476,"Yes","Medium","Average","Yes","Partial",3850.41097791853,2,2723.49967995494,2,7.70170777415386,11,"Double","Yes",629952.467275697
"1920-1949","Restrictive",105.468814899102,"No","Low","Average","Yes","None",3948.35135857357,1,1809.45481871,2,7.50436598874064,6,"Double","Yes",330277.278476198
"2000_Present","Moderate",104.319701719104,"No","Very_High","Good","No","Partial",36295.77301863,1,4620.13912409962,6,7.08857486421306,7,"Triple","Yes",916335.757669781
"1950-1979","Moderate",105.189913041987,"Yes","Medium","Average","Yes","Partial",9282.74976807361,2,2557.32209004524,4,7.71611522709205,5,"Double","No",448682.734736665
"1980-1999","Permissive",109.922517410458,"Yes","Medium","Average","No","Partial",12406.0515970299,1,1858.4086342392,5,7.73129760049126,8,"Double","Yes",336228.508238605
"1950-1979","Very_Permissive",87.344618955685,"No","High","Fair","Yes","None",35820.3041352897,3,4210.42184333123,6,7.9037280929279,5,"Triple","Yes",1082143.68699663
"2000_Present","Very_Permissive",106.940362711809,"Yes","Medium","Poor","Yes","Full",3941.91021984508,2,1560.6824926809,1,6.61036222915991,3,"Triple","Yes",303102.20184389
"1980-1999","Moderate",87.2961838997745,"Yes","Medium","Good","Yes","Full",8509.23855014519,1,3354.35004273828,6,6.9655701576499,12,"Double","No",456829.95175332
"2000_Present","Restrictive",101.893112322665,"No","High","Excellent","Yes","None",25161.1072108321,3,2839.34196693614,0,7.31999199202714,5,"Double","No",715585.101683513
"1980-1999","Restrictive",100.804224634458,"No","Very_Low","Good","Yes","Partial",7774.10747092617,3,3134.30850044483,9,7.08719258054139,3,"Double","No",801582.465430713
"2000_Present","Very_Restrictive",104.998245753421,"Yes","Very_Low","Excellent","Yes","Full",5785.21463050836,1,2172.63511754596,1,7.36277988435328,7,"Single","Yes",393197.691512794
"1950-1979","Moderate",105.717442387484,"No","High","Average","Yes","None",11837.1855648018,1,3062.22662965135,5,7.74434595800907,2,"Double","No",652503.883655629
"Pre-1920","Moderate",102.870631132529,"No","Medium","Poor","Yes","Partial",10480.5331902379,1,1749.77182442158,1,7.98509766005113,3,"None","No",213575.835759682
"2000_Present","Moderate",106.491847236478,"Yes","Medium","Good","No","Partial",7440.56908452259,2,2242.5052308792,0,7.5092577999194,4,"Double","Yes",396411.541089346
"1980-1999","Permissive",99.9715631365056,"No","High","Good","Yes","None",14248.7545426305,2,2276.30714698677,1,7.87993947422974,7,"Single","Yes",700229.031478115
"2000_Present","Moderate",104.586298310027,"Yes","Medium","Good","No","Partial",5850.64267155791,1,1859.3227682199,3,7.96466585719742,2,"Double","Yes",516179.77901138
"2000_Present","Permissive",104.004697913519,"Yes","High","Average","Yes","None",13844.6696571135,1,2298.00546058337,3,7.53685548444933,10,"Double","Yes",414814.21032048
"2000_Present","Permissive",108.775698758241,"No","High","Good","Yes","Full",10778.8268165041,1,1770.21431445649,2,7.56962626885811,3,"Single","Yes",526538.102120679
"2000_Present","Moderate",105.960462985267,"Yes","High","Good","Yes","Full",12260.1687719944,4,3023.90342483934,7,7.44488170319481,7,"Double","Yes",977822.727565996
"1980-1999","Moderate",103.309894589967,"Yes","High","Excellent","Yes","Full",21678.1165454497,2,2942.46021193827,2,7.11263883330334,10,"Double","Yes",585644.695103936
"Pre-1920","Moderate",100.951809129173,"Yes","High","Average","Yes","Full",8660.62311652168,3,1783.71586644249,1,5.3907556018481,4,"Quad","Yes",774809.778916984
"2000_Present","Moderate",109.196636230541,"Yes","Medium","Good","Yes","Partial",5571.28007874976,1,2340.80864011829,4,4.60594118893084,6,"Single","No",453508.049911389
"1920-1949","Moderate",98.055028283256,"No","Medium","Good","Yes","None",11358.0105136632,1,2455.02360289281,2,7.75135990151287,3,"None","Yes",361656.917343017
"1950-1979","Moderate",107.74784652051,"Yes","Very_High","Average","Yes","None",9523.65866497956,1,3178.50648436815,4,7.93689106003987,3,"Double","Yes",961032.406134794
"2000_Present","Moderate",78.9862547783721,"Yes","Very_Low","Average","Yes","Partial",3769.96512910529,1,2327.54314285476,1,7.97784290480451,3,"Double","Yes",242352.645472735
"1920-1949","Very_Restrictive",108.202278513802,"No","High","Excellent","Yes","None",32220.4315956536,2,3047.65357672812,4,6.6177974561164,4,"Double","Yes",377095.839752004
"1920-1949","Moderate",104.939888883335,"No","Very_High","Average","Yes","None",12963.9184042119,2,2429.24862459382,4,7.71319115253317,3,"Single","No",447268.782443445
"1950-1979","Permissive",102.542805880765,"No","High","Good","Yes","None",11796.5000915437,3,2270.78373256793,3,7.99802177621767,3,"Single","Yes",657000.556968371
"1920-1949","Moderate",108.760285167429,"Yes","Medium","Fair","Yes","Full",5015.81887465563,1,1583.92792003566,1,7.53818440601726,2,"None","Yes",306713.892687184
"1920-1949","Permissive",107.9208624331,"Yes","Very_High","Average","Yes","Full",13850.4172325148,3,2278.38988408804,0,7.76317294731222,5,"Triple","Yes",362386.938838644
"1950-1979","Restrictive",99.9766627577119,"No","Medium","Good","Yes","None",13486.6623148907,1,2280.43705131113,4,7.52164251322431,3,"Double","Yes",499257.354863849
"1950-1979","Restrictive",104.075853595623,"No","Medium","Fair","Yes","None",4636.46713561212,1,2084.00115840953,1,7.54162721166486,3,"Double","Yes",365092.136512576
